2019-05-25 17:18:52 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:16 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:16 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:17 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:17 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:18 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:18 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:19 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:19 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:20 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:20 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:21 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:21 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:22 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:22 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:23 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:23 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:24 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:24 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:25 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:25 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:26 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:26 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:27 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:27 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:28 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:28 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:29 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:29 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:30 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:30 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:31 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:31 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:32 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:32 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:33 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:33 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:34 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:34 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:35 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:35 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:36 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:36 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:37 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:37 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:38 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:38 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:39 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:39 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:40 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:40 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:41 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:41 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:42 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:42 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:43 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:43 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:44 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:44 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:45 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:45 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:46 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:46 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:47 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:47 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:48 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:48 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:49 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:49 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:50 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:50 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:51 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:51 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:52 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:52 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:53 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:53 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:54 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:54 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:55 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:55 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:56 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:56 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:57 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:57 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:58 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:58 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:59 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:19:59 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:00 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:00 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:01 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:01 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:02 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:02 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:03 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:03 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:04 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:04 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:05 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:05 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:06 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:06 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:07 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:07 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:08 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:08 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:09 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:09 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
2019-05-25 17:20:10 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 100.0; Health Usage: 100.0; Fuel: 250.0; Tile: START
